tcp-traceroute from 58.65.173.14 to 95.216.247.80
13  148.66.237.154  237.223 ms ICMP
14  148.66.238.53  237.380 ms ICMP
15  148.66.237.85  238.101 ms ICMP
16  72.35.66.4  238.008 ms ICMP
17  72.35.66.28  237.206 ms ICMP
18  72.35.67.191  237.670 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 104.18.14.41
 1  58.65.173.13  0.441 ms ICMP
 2  172.16.36.130  0.955 ms ICMP
 3  58.65.165.42  1.017 ms ICMP
 4  119.63.136.181  0.802 ms ICMP
 5  110.93.252.99  18.047 ms ICMP
 6  110.93.252.190  19.875 ms ICMP
 7  110.93.192.198  19.397 ms ICMP
 8  104.18.14.41  18.798 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 13.224.66.85
 1  58.65.173.13  0.443 ms ICMP
 2  172.16.36.130  0.865 ms ICMP
 3  58.65.165.42  0.828 ms ICMP
 4  119.63.136.181  0.806 ms ICMP
 5  110.93.255.226  20.336 ms ICMP
 6  110.93.252.172  20.872 ms ICMP
 7  149.14.125.89  122.766 ms ICMP
 8  154.54.38.169  138.453 ms ICMP
 9  130.117.49.153  129.016 ms ICMP
10  154.54.60.170  137.394 ms ICMP
11  149.14.196.218  137.223 ms ICMP
12  52.95.61.106  152.969 ms ICMP
13  150.222.65.63  146.204 ms ICMP
14  *
15  52.93.128.162  157.983 ms ICMP
16  *
17  52.93.6.230  158.654 ms ICMP
18  52.93.101.133  156.285 ms ICMP
19  *
20  *
21  *
22  *
23  *
24  13.224.66.85  158.787 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 104.18.3.159
 1  *
 2  172.16.36.134  1.313 ms ICMP
 3  58.65.165.42  0.843 ms ICMP
 4  119.63.136.181  0.783 ms ICMP
 5  110.93.255.226  20.277 ms ICMP
 6  110.93.255.168  19.621 ms ICMP
 7  110.93.192.198  20.385 ms ICMP
 8  104.18.3.159  20.533 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 91.236.51.153
 1  58.65.173.13  0.393 ms ICMP
 2  172.16.36.130  1.144 ms ICMP
 3  58.65.165.42  0.911 ms ICMP
 4  203.135.5.69  1.060 ms ICMP
 5  *
 6  80.81.192.187  132.468 ms ICMP
 7  *
 8  *
 9  185.8.179.38  207.768 ms ICMP
10  178.21.17.25  204.073 ms ICMP
11  178.21.16.14  198.899 ms ICMP
12  91.236.51.153  199.134 ms ICMP
tcp-traceroute from 58.65.173.14 to 101.53.142.34
 1  58.65.173.13  0.318 ms ICMP
 2  172.16.36.130  0.945 ms ICMP
 3  58.65.165.42  0.942 ms ICMP
 4  119.63.136.181  0.693 ms ICMP
 5  110.93.255.226  20.310 ms ICMP
 6  110.93.252.172  19.905 ms ICMP
 7  134.0.219.214  33.004 ms ICMP
 8  *
 9  *
10  134.0.217.242  45.291 ms ICMP
11  180.87.39.90  111.220 ms ICMP
12  180.87.39.98  106.452 ms ICMP
13  *
14  219.65.44.178  122.542 ms ICMP
15  180.179.197.130  125.182 ms ICMP
16  180.179.194.124  132.783 ms ICMP
17  101.53.142.34  123.706 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 94.237.57.11
 1  58.65.173.13  0.399 ms ICMP
 2  172.16.36.130  1.004 ms ICMP
 3  58.65.165.42  0.900 ms ICMP
 4  203.135.5.69  1.098 ms ICMP
 5  *
 6  212.73.201.229  130.772 ms ICMP
 7  *
 8  212.187.165.106  211.348 ms ICMP
 9  *
10  *
11  100.69.2.115  211.254 ms ICMP
12  94.237.57.11  210.295 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 5.8.34.183
 1  *
 2  172.16.36.134  1.022 ms ICMP
 3  58.65.165.42  0.775 ms ICMP
 4  203.135.5.69  0.992 ms ICMP
 5  *
 6  149.14.126.177  116.188 ms ICMP
 7  154.54.61.30  123.814 ms ICMP
 8  154.54.61.81  142.660 ms ICMP
 9  130.117.0.18  142.930 ms ICMP
10  154.54.58.6  147.797 ms ICMP
11  154.54.59.85  157.017 ms ICMP
12  154.54.58.14  158.429 ms ICMP
13  149.14.96.146  156.639 ms ICMP
14  5.8.34.183  220.097 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 107.154.251.68
 1  58.65.173.13  0.461 ms ICMP
 2  172.16.36.130  0.860 ms ICMP
 3  58.65.165.42  0.935 ms ICMP
 4  119.63.136.181  0.851 ms ICMP
 5  110.93.252.99  18.000 ms ICMP
 6  110.93.252.198  18.671 ms ICMP
 7  27.111.229.74  99.347 ms ICMP
 8  107.154.251.68  99.336 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 177.54.157.200
 1  *
 2  172.16.36.134  0.982 ms ICMP
 3  58.65.165.42  1.064 ms ICMP
 4  119.63.136.181  0.883 ms ICMP
 5  110.93.252.99  17.999 ms ICMP
 6  110.93.252.146  19.626 ms ICMP
 7  110.93.252.111  150.551 ms ICMP
 8  80.81.195.144  146.940 ms ICMP
 9  93.115.91.27  147.255 ms ICMP
10  104.152.46.90  308.478 ms ICMP
11  *
12  5.254.115.234  303.397 ms ICMP
13  *
14  *
15  177.54.157.200  393.435 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 89.108.109.102
 1  58.65.173.13  0.425 ms ICMP
 2  172.16.36.130  0.732 ms ICMP
 3  58.65.165.42  0.928 ms ICMP
 4  119.63.136.181  1.816 ms ICMP
 5  110.93.252.99  21.250 ms ICMP
 6  110.93.252.190  19.690 ms ICMP
 7  110.93.255.175  145.764 ms ICMP
 8  80.81.194.117  146.399 ms ICMP
 9  *
10  188.43.19.217  182.434 ms ICMP
11  188.42.148.110  231.497 ms ICMP
12  *
13  *
14  89.108.109.102  233.090 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 54.251.99.37
 1  58.65.173.13  0.463 ms ICMP
 2  172.16.36.130  0.902 ms ICMP
 3  58.65.165.42  0.847 ms ICMP
 4  119.63.136.181  0.932 ms ICMP
 5  110.93.252.99  18.102 ms ICMP
 6  110.93.252.146  19.649 ms ICMP
 7  27.111.228.87  110.243 ms ICMP
 8  52.93.8.170  98.844 ms ICMP
 9  52.93.11.31  98.213 ms ICMP
10  52.93.11.24  96.608 ms ICMP
11  52.93.8.117  97.085 ms ICMP
12  52.93.10.77  100.672 ms ICMP
13  *
14  *
15  *
16  *
17  *
18  54.251.99.37  95.450 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 210.140.92.141
 1  *
 2  172.16.36.134  0.944 ms ICMP
 3  58.65.165.42  1.122 ms ICMP
 4  203.135.5.69  1.030 ms ICMP
 5  *
 6  65.49.109.213  113.283 ms ICMP
 7  184.105.64.254  170.041 ms ICMP
 8  218.100.6.39  170.267 ms ICMP
 9  202.93.95.178  170.987 ms ICMP
10  118.151.224.186  172.682 ms ICMP
11  158.205.134.58  173.272 ms ICMP
12  158.205.95.54  174.189 ms ICMP
13  *
14  210.140.92.141  171.992 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 64.147.131.201
 1  58.65.173.13  0.453 ms ICMP
 2  172.16.36.130  0.926 ms ICMP
 3  58.65.165.42  0.934 ms ICMP
 4  119.63.136.181  0.724 ms ICMP
 5  110.93.255.226  20.257 ms ICMP
 6  110.93.255.168  19.735 ms ICMP
 7  213.144.176.232  119.049 ms ICMP
 8  *
 9  4.69.220.109  268.232 ms ICMP
10  4.14.145.222  266.775 ms ICMP
11  64.147.128.11  286.045 ms ICMP
12  64.147.128.168  267.656 ms ICMP
13  64.147.131.201  267.559 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 54.183.52.254
 1  *
 2  172.16.36.134  1.018 ms ICMP
 3  58.65.165.42  0.822 ms ICMP
 4  119.63.136.181  2.436 ms ICMP
 5  110.93.252.99  19.531 ms ICMP
 6  110.93.252.146  21.096 ms ICMP
 7  149.14.125.89  120.844 ms ICMP
 8  154.54.38.173  117.065 ms ICMP
 9  130.117.50.165  128.203 ms ICMP
10  154.54.57.69  146.711 ms ICMP
11  154.54.82.38  210.767 ms ICMP
12  154.54.0.221  214.903 ms ICMP
13  154.54.29.173  229.436 ms ICMP
14  154.54.7.129  238.206 ms ICMP
15  154.54.44.169  248.841 ms ICMP
16  154.54.31.89  262.055 ms ICMP
17  154.54.42.97  270.109 ms ICMP
18  154.54.44.141  292.362 ms ICMP
19  154.54.43.14  285.318 ms ICMP
20  38.88.224.218  284.713 ms ICMP
21  52.93.70.200  288.282 ms ICMP
22  54.240.242.107  305.118 ms ICMP
23  205.251.229.158  286.011 ms ICMP
24  *
25  *
26  *
27  *
28  *
29  *
30  54.183.52.254  287.852 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 13.71.27.154
 1  58.65.173.13  0.399 ms ICMP
 2  172.16.36.130  0.815 ms ICMP
 3  58.65.165.42  0.868 ms ICMP
 4  203.135.5.69  1.045 ms ICMP
 5  *
 6  104.44.36.141  44.112 ms ICMP
 7  104.44.238.229  55.945 ms ICMP
 8  104.44.20.233  74.781 ms ICMP
 9  104.44.28.161  74.034 ms ICMP
10  104.44.16.87  75.838 ms ICMP
11  104.44.29.62  72.517 ms ICMP
12  104.44.20.52  76.965 ms ICMP
13  *
14  *
15  *
16  *
17  *
18  *
19  *
20  13.71.27.154  75.407 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 78.40.123.183
 1  *
 2  172.16.36.134  0.950 ms ICMP
 3  58.65.165.42  0.823 ms ICMP
 4  119.63.136.181  1.094 ms ICMP
 5  110.93.255.226  20.278 ms ICMP
 6  110.93.255.168  19.686 ms ICMP
 7  213.144.176.232  119.770 ms ICMP
 8  195.22.210.195  129.960 ms ICMP
 9  213.144.168.121  188.714 ms ICMP
10  158.58.176.27  187.325 ms ICMP
11  *
12  78.40.123.183  190.843 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 89.218.2.188
 1  58.65.173.13  0.416 ms ICMP
 2  172.16.36.130  1.077 ms ICMP
 3  58.65.165.42  0.894 ms ICMP
 4  203.135.5.69  1.009 ms ICMP
 5  *
 6  80.81.192.236  138.602 ms ICMP
 7  83.169.204.125  189.249 ms ICMP
 8  *
 9  *
10  188.170.164.50  269.413 ms ICMP
11  95.59.172.34  234.577 ms ICMP
12  95.59.172.47  228.528 ms ICMP
13  95.59.172.44  236.667 ms ICMP
14  92.47.145.108  286.312 ms ICMP
15  95.59.174.81  233.972 ms ICMP
16  *
17  89.218.2.188  237.183 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 94.130.219.154
 1  *
 2  172.16.36.134  0.872 ms ICMP
 3  58.65.165.42  0.923 ms ICMP
 4  203.135.5.69  1.015 ms ICMP
 5  *
 6  80.81.192.164  145.479 ms ICMP
 7  *
 8  213.239.229.130  143.018 ms ICMP
 9  94.130.219.154  144.983 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 104.125.30.56
 1  *
 2  172.16.36.134  1.079 ms ICMP
 3  58.65.165.42  0.844 ms ICMP
 4  203.135.5.69  0.957 ms ICMP
 5  *
 6  62.115.165.16  137.983 ms ICMP
 7  62.115.114.200  148.421 ms ICMP
 8  62.115.137.169  145.615 ms ICMP
 9  62.115.169.187  147.455 ms ICMP
10  23.210.54.40  230.415 ms ICMP
11  95.100.192.193  231.041 ms ICMP
12  23.210.52.35  147.522 ms ICMP
13  *
14  104.125.30.56  147.977 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 199.107.238.205
 1  *
 2  172.16.36.134  0.930 ms ICMP
 3  58.65.165.42  0.948 ms ICMP
 4  119.63.136.181  0.659 ms ICMP
 5  110.93.255.226  20.335 ms ICMP
 6  110.93.255.168  19.720 ms ICMP
 7  213.144.176.232  119.240 ms ICMP
 8  195.22.195.49  220.472 ms ICMP
 9  192.205.36.229  222.034 ms ICMP
10  12.122.130.170  220.142 ms ICMP
11  12.122.105.97  236.416 ms ICMP
12  12.122.251.46  214.150 ms ICMP
13  *
14  199.107.238.205  219.184 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 140.82.113.4
 1  *
 2  172.16.36.134  1.063 ms ICMP
 3  58.65.165.42  0.801 ms ICMP
 4  119.63.136.181  42.088 ms ICMP
 5  110.93.252.99  18.137 ms ICMP
 6  110.93.252.190  19.702 ms ICMP
 7  213.144.176.232  118.326 ms ICMP
 8  213.144.176.217  125.109 ms ICMP
 9  213.200.115.178  236.455 ms ICMP
10  98.124.190.162  270.033 ms ICMP
11  *
12  *
13  *
14  140.82.113.4  256.060 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 104.20.59.241
 1  *
 2  172.16.36.134  1.091 ms ICMP
 3  58.65.165.42  1.005 ms ICMP
 4  119.63.136.181  0.704 ms ICMP
 5  110.93.255.226  20.193 ms ICMP
 6  110.93.255.168  21.539 ms ICMP
 7  110.93.192.198  20.220 ms ICMP
 8  104.20.59.241  19.670 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 99.83.161.79
 1  58.65.173.13  0.462 ms ICMP
 2  172.16.36.130  0.767 ms ICMP
 3  58.65.165.42  0.919 ms ICMP
 4  203.135.5.69  1.074 ms ICMP
 5  *
 6  99.82.180.224  40.670 ms ICMP
 7  52.93.69.136  41.289 ms ICMP
 8  99.83.161.79  40.425 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 104.18.44.219
 1  *
 2  172.16.36.134  1.034 ms ICMP
 3  58.65.165.42  0.864 ms ICMP
 4  119.63.136.181  0.773 ms ICMP
 5  110.93.255.226  20.277 ms ICMP
 6  110.93.255.168  19.723 ms ICMP
 7  110.93.192.198  20.265 ms ICMP
 8  104.18.44.219  20.001 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 216.134.208.25
 1  58.65.173.13  0.368 ms ICMP
 2  172.16.36.130  0.904 ms ICMP
 3  58.65.165.42  0.956 ms ICMP
 4  203.135.5.69  1.044 ms ICMP
 5  *
 6  149.14.126.177  114.779 ms ICMP
 7  154.54.38.174  116.982 ms ICMP
 8  62.115.179.96  126.524 ms ICMP
 9  62.115.118.94  232.952 ms ICMP
10  62.115.112.242  217.010 ms ICMP
11  62.115.125.128  231.040 ms ICMP
12  62.115.182.229  231.684 ms ICMP
13  148.66.237.116  243.956 ms ICMP
14  148.66.237.177  244.895 ms ICMP
15  148.66.237.125  244.497 ms ICMP
16  148.66.238.46  245.647 ms ICMP
17  148.66.237.187  242.526 ms ICMP
18  *
19  216.134.208.8  243.397 ms ICMP
20  216.134.208.25  242.417 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 195.50.177.61
 1  *
 2  172.16.36.134  0.948 ms ICMP
 3  58.65.165.42  0.982 ms ICMP
 4  203.135.5.69  1.081 ms ICMP
 5  *
 6  212.73.201.229  130.579 ms ICMP
 7  *
 8  4.68.74.10  152.475 ms ICMP
 9  145.254.2.206  200.245 ms ICMP
10  145.254.1.153  158.239 ms ICMP
11  145.254.2.139  159.646 ms ICMP
12  92.79.215.35  159.202 ms ICMP
13  188.111.149.114  165.001 ms ICMP
14  195.50.167.229  167.096 ms ICMP
15  *
16  *
17  195.50.177.61  165.367 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 64.140.170.168
 1  58.65.173.13  0.396 ms ICMP
 2  172.16.36.130  0.850 ms ICMP
 3  58.65.165.42  0.920 ms ICMP
 4  203.135.5.69  1.035 ms ICMP
 5  *
 6  *
 7  *
 8  202.125.129.210  157.383 ms ICMP
 9  80.249.209.150  214.062 ms ICMP
10  72.52.92.213  234.627 ms ICMP
11  72.52.92.166  269.006 ms ICMP
12  184.104.193.173  269.229 ms ICMP
13  184.105.81.209  278.878 ms ICMP
14  184.105.64.49  275.708 ms ICMP
15  72.52.92.42  277.636 ms ICMP
16  64.62.243.74  287.628 ms ICMP
17  104.237.48.158  293.162 ms ICMP
18  64.140.170.168  289.525 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 172.67.207.6
 1  58.65.173.13  0.311 ms ICMP
 2  172.16.36.130  0.802 ms ICMP
 3  58.65.165.42  0.904 ms ICMP
 4  119.63.136.181  14.840 ms ICMP
 5  110.93.252.99  19.526 ms ICMP
 6  110.93.252.146  21.145 ms ICMP
 7  27.111.228.132  103.405 ms ICMP
 8  172.67.207.6  100.422 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 192.0.66.32
 1  58.65.173.13  2.738 ms ICMP
 2  172.16.36.130  0.896 ms ICMP
 3  58.65.165.42  0.936 ms ICMP
 4  119.63.136.181  0.774 ms ICMP
 5  110.93.255.226  20.186 ms ICMP
 6  110.93.252.172  19.649 ms ICMP
 7  27.111.228.209  99.270 ms ICMP
 8  192.0.66.32  99.692 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 204.74.99.100
 1  58.65.173.13  0.499 ms ICMP
 2  172.16.36.130  0.949 ms ICMP
 3  58.65.165.42  0.921 ms ICMP
 4  203.135.5.69  1.052 ms ICMP
 5  *
 6  195.229.28.110  43.418 ms ICMP
 7  *
 8  195.229.0.153  47.967 ms ICMP
 9  195.229.29.158  42.178 ms ICMP
10  204.74.99.100  43.066 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 129.105.136.48
 1  *
 2  172.16.36.134  1.071 ms ICMP
 3  58.65.165.42  0.886 ms ICMP
 4  119.63.136.181  0.759 ms ICMP
 5  110.93.252.99  26.080 ms ICMP
 6  110.93.252.146  21.100 ms ICMP
 7  27.111.228.81  100.842 ms ICMP
 8  184.105.64.254  165.888 ms ICMP
 9  184.105.213.117  247.628 ms ICMP
10  184.104.194.22  280.686 ms ICMP
11  184.105.223.177  292.182 ms ICMP
12  216.66.3.22  290.222 ms ICMP
13  140.189.9.134  289.602 ms ICMP
14  192.5.143.38  289.460 ms ICMP
15  129.105.247.226  293.685 ms ICMP
16  129.105.247.224  290.905 ms ICMP
17  129.105.253.95  289.597 ms ICMP
18  129.105.247.97  290.309 ms ICMP
19  129.105.46.196  292.407 ms ICMP
20  129.105.136.48  292.984 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 13.224.66.37
 1  58.65.173.13  0.282 ms ICMP
 2  172.16.36.130  0.868 ms ICMP
 3  58.65.165.42  0.917 ms ICMP
 4  119.63.136.181  5.068 ms ICMP
 5  110.93.252.99  19.590 ms ICMP
 6  110.93.252.198  20.279 ms ICMP
 7  149.14.125.89  121.794 ms ICMP
 8  154.54.38.169  118.368 ms ICMP
 9  130.117.49.153  128.591 ms ICMP
10  154.54.60.170  135.010 ms ICMP
11  149.14.196.218  136.503 ms ICMP
12  52.95.61.22  146.124 ms ICMP
13  52.95.61.31  147.650 ms ICMP
14  *
15  176.32.106.237  160.046 ms ICMP
16  *
17  52.93.6.232  158.003 ms ICMP
18  52.93.101.135  159.696 ms ICMP
19  *
20  *
21  *
22  *
23  *
24  13.224.66.37  155.783 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 3.1.243.221
 1  58.65.173.13  0.380 ms ICMP
 2  172.16.36.130  1.134 ms ICMP
 3  58.65.165.42  0.927 ms ICMP
 4  119.63.136.181  0.779 ms ICMP
 5  110.93.255.226  20.500 ms ICMP
 6  110.93.252.172  19.981 ms ICMP
 7  27.111.228.87  99.775 ms ICMP
 8  52.93.8.104  177.867 ms ICMP
 9  52.93.11.25  99.923 ms ICMP
10  52.93.11.26  96.796 ms ICMP
11  52.93.8.137  101.157 ms ICMP
12  203.83.223.17  95.708 ms ICMP
13  *
14  *
15  *
16  *
17  *
18  3.1.243.221  95.608 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 107.150.101.156
 1  *
 2  172.16.36.134  1.121 ms ICMP
 3  58.65.165.42  0.895 ms ICMP
 4  119.63.136.181  1.475 ms ICMP
 5  110.93.255.226  20.182 ms ICMP
 6  110.93.255.168  19.585 ms ICMP
 7  213.144.176.232  121.726 ms ICMP
 8  *
 9  *
10  4.15.163.234  273.774 ms ICMP
11  *
12  192.254.81.59  279.264 ms ICMP
13  104.254.115.233  279.494 ms ICMP
14  *
15  *
16  *
17  *
18  *
19  107.150.101.156  272.784 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 172.67.177.12
 1  *
 2  172.16.36.134  1.205 ms ICMP
 3  58.65.165.42  0.782 ms ICMP
 4  119.63.136.181  0.691 ms ICMP
 5  110.93.252.99  17.963 ms ICMP
 6  110.93.252.146  19.546 ms ICMP
 7  27.111.228.132  154.778 ms ICMP
 8  172.67.177.12  100.210 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 77.88.55.55
 1  58.65.173.13  0.486 ms ICMP
 2  172.16.36.130  0.973 ms ICMP
 3  58.65.165.42  0.938 ms ICMP
 4  203.135.5.69  1.069 ms ICMP
 5  *
 6  80.81.192.251  144.899 ms ICMP
 7  *
 8  77.88.55.55  232.096 ms ICMP
tcp-traceroute from 58.65.173.14 to 192.229.162.112
 1  58.65.173.13  0.339 ms ICMP
 2  172.16.36.130  0.820 ms ICMP
 3  58.65.165.42  0.902 ms ICMP
 4  203.135.5.69  1.073 ms ICMP
 5  *
 6  149.14.126.177  115.428 ms ICMP
 7  130.117.50.165  126.808 ms ICMP
 8  154.54.36.129  127.588 ms ICMP
 9  154.54.56.129  149.582 ms ICMP
10  154.54.82.34  209.557 ms ICMP
11  154.54.11.54  214.252 ms ICMP
12  152.195.233.129  211.774 ms ICMP
13  192.229.162.112  210.653 ms ICMP
tcp-traceroute from 58.65.173.14 to 104.16.100.12
 1  *
 2  172.16.36.134  1.163 ms ICMP
 3  58.65.165.42  0.891 ms ICMP
 4  203.135.5.69  1.056 ms ICMP
 5  *
 6  185.1.15.41  43.902 ms ICMP
 7  104.16.100.12  41.746 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 87.240.190.64
 1  58.65.173.13  0.367 ms ICMP
 2  172.16.36.130  1.239 ms ICMP
 3  58.65.165.42  1.150 ms ICMP
 4  203.135.5.69  1.128 ms ICMP
 5  *
 6  80.81.193.143  140.018 ms ICMP
 7  87.240.191.210  170.278 ms ICMP
 8  *
 9  87.240.190.64  172.788 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 139.45.196.73
 1  58.65.173.13  0.600 ms ICMP
 2  172.16.36.130  1.043 ms ICMP
 3  58.65.165.42  0.899 ms ICMP
 4  119.63.136.181  0.848 ms ICMP
 5  110.93.252.99  22.849 ms ICMP
 6  110.93.252.190  21.202 ms ICMP
 7  213.144.176.232  119.604 ms ICMP
 8  195.22.211.39  147.977 ms ICMP
 9  *
10  87.245.234.113  213.862 ms ICMP
11  89.19.36.65  155.913 ms ICMP
12  139.45.196.73  214.247 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 161.170.244.214
 1  *
 2  172.16.36.134  0.987 ms ICMP
 3  58.65.165.42  0.890 ms ICMP
 4  119.63.136.181  0.679 ms ICMP
 5  110.93.255.226  20.279 ms ICMP
 6  110.93.255.168  33.122 ms ICMP
 7  213.144.176.232  119.053 ms ICMP
 8  195.22.195.63  229.789 ms ICMP
 9  192.205.36.229  228.367 ms ICMP
10  12.122.130.170  244.060 ms ICMP
11  *
12  12.122.2.33  245.661 ms ICMP
13  12.122.2.181  250.570 ms ICMP
14  12.122.117.165  244.874 ms ICMP
15  12.88.230.90  293.408 ms ICMP
16  161.170.244.214  291.805 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 95.211.200.52
 1  *
 2  172.16.36.134  0.993 ms ICMP
 3  58.65.165.42  0.925 ms ICMP
 4  203.135.5.69  1.129 ms ICMP
 5  *
 6  80.81.193.246  141.325 ms ICMP
 7  31.31.34.18  139.353 ms ICMP
 8  31.31.34.28  148.322 ms ICMP
 9  31.31.38.235  144.767 ms ICMP
10  81.17.33.39  146.154 ms ICMP
11  95.211.200.52  142.872 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 159.65.89.65
 1  58.65.173.13  0.295 ms ICMP
 2  172.16.36.130  0.885 ms ICMP
 3  58.65.165.42  0.862 ms ICMP
 4  203.135.5.69  1.087 ms ICMP
 5  *
 6  62.115.165.16  131.517 ms ICMP
 7  62.115.114.196  150.863 ms ICMP
 8  62.115.114.228  150.722 ms ICMP
 9  62.115.120.239  149.434 ms ICMP
10  62.115.44.254  203.086 ms ICMP
11  138.197.251.143  204.151 ms ICMP
12  *
13  159.65.89.65  211.475 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 151.101.129.177
 1  58.65.173.13  0.361 ms ICMP
 2  172.16.36.130  0.799 ms ICMP
 3  58.65.165.42  0.946 ms ICMP
 4  203.135.5.69  1.067 ms ICMP
 5  *
 6  27.111.228.34  103.143 ms ICMP
 7  151.101.129.177  102.291 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 18.204.109.174
 1  58.65.173.13  0.372 ms ICMP
 2  172.16.36.130  0.808 ms ICMP
 3  58.65.165.42  0.910 ms ICMP
 4  119.63.136.181  8.487 ms ICMP
 5  110.93.252.99  18.071 ms ICMP
 6  110.93.252.190  21.466 ms ICMP
 7  213.144.176.232  118.736 ms ICMP
 8  195.22.195.67  212.169 ms ICMP
 9  195.22.206.61  209.477 ms ICMP
10  *
11  *
12  52.93.28.242  216.701 ms ICMP
13  *
14  *
15  *
16  *
17  *
18  18.204.109.174  216.478 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 151.101.66.217
 1  58.65.173.13  0.418 ms ICMP
 2  172.16.36.130  0.876 ms ICMP
 3  58.65.165.42  0.942 ms ICMP
 4  203.135.5.69  1.069 ms ICMP
 5  *
 6  27.111.228.34  104.734 ms ICMP
 7  151.101.66.217  103.195 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 172.217.19.3
 1  58.65.173.13  0.430 ms ICMP
 2  172.16.36.130  0.834 ms ICMP
 3  58.65.165.42  0.893 ms ICMP
 4  203.135.5.69  8.444 ms ICMP
 5  *
 6  74.125.118.170  36.737 ms ICMP
 7  172.253.51.205  38.622 ms ICMP
 8  209.85.249.155  37.344 ms ICMP
 9  172.217.19.3  36.756 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 149.56.126.48
 1  *
 2  172.16.36.134  1.433 ms ICMP
 3  58.65.165.42  0.865 ms ICMP
 4  203.135.5.69  1.041 ms ICMP
 5  *
 6  *
 7  *
 8  *
 9  *
10  178.33.100.158  145.459 ms ICMP
11  94.23.122.145  154.026 ms ICMP
12  192.99.146.127  216.913 ms ICMP
13  198.27.73.204  226.730 ms ICMP
14  *
15  *
16  *
17  149.56.126.48  236.818 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 104.16.51.212
 1  *
 2  172.16.36.134  1.024 ms ICMP
 3  58.65.165.42  0.941 ms ICMP
 4  119.63.136.181  0.720 ms ICMP
 5  110.93.252.99  18.080 ms ICMP
 6  110.93.252.190  19.585 ms ICMP
 7  110.93.192.198  19.224 ms ICMP
 8  104.16.51.212  19.591 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 172.67.30.148
 1  *
 2  172.16.36.134  0.919 ms ICMP
 3  58.65.165.42  1.086 ms ICMP
 4  119.63.136.181  18.913 ms ICMP
 5  110.93.255.226  20.400 ms ICMP
 6  110.93.252.172  19.674 ms ICMP
 7  27.111.228.132  155.326 ms ICMP
 8  172.67.30.148  100.674 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 185.95.164.88
 1  58.65.173.13  0.374 ms ICMP
 2  172.16.36.130  0.740 ms ICMP
 3  58.65.165.42  0.924 ms ICMP
 4  119.63.136.181  0.792 ms ICMP
 5  110.93.255.226  20.339 ms ICMP
 6  110.93.255.168  19.744 ms ICMP
 7  213.144.176.232  119.467 ms ICMP
 8  213.144.176.212  118.113 ms ICMP
 9  *
10  *
11  195.219.156.135  175.016 ms ICMP
