tcp-traceroute from 58.65.173.14 to 95.216.247.80
tcp-traceroute from 58.65.173.14 to 23.215.196.52
 1  58.65.173.13  0.303 ms ICMP
 2  172.16.36.130  0.795 ms ICMP
 3  58.65.165.42  0.941 ms ICMP
 4  203.135.5.69  1.849 ms ICMP
 5  *
 6  213.202.2.58  56.691 ms ICMP
 7  *
 8  134.0.220.68  128.767 ms ICMP
 9  202.126.128.53  113.361 ms ICMP
10  180.87.96.129  114.158 ms ICMP
11  180.87.96.22  115.448 ms ICMP
12  180.87.15.202  175.750 ms ICMP
13  *
14  *
15  23.215.196.52  188.518 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 139.59.65.231
 1  58.65.173.13  0.303 ms ICMP
 2  172.16.36.130  0.902 ms ICMP
 3  58.65.165.42  1.032 ms ICMP
 4  119.63.136.181  1.125 ms ICMP
 5  110.93.252.99  19.614 ms ICMP
 6  110.93.252.198  20.215 ms ICMP
 7  27.111.228.40  101.664 ms ICMP
 8  182.79.152.114  138.312 ms ICMP
 9  202.56.198.30  138.278 ms ICMP
10  *
11  *
12  139.59.65.231  140.342 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 54.156.208.110
 1  58.65.173.13  0.393 ms ICMP
 2  172.16.36.130  0.788 ms ICMP
 3  58.65.165.42  0.832 ms ICMP
 4  119.63.136.181  1.772 ms ICMP
 5  110.93.255.226  22.665 ms ICMP
 6  110.93.255.168  19.683 ms ICMP
 7  *
 8  195.22.195.67  215.943 ms ICMP
 9  195.22.206.63  211.360 ms ICMP
10  *
11  *
12  52.93.28.216  221.802 ms ICMP
13  *
14  *
15  *
16  *
17  *
18  *
19  54.156.208.110  224.193 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 144.76.174.167
 1  58.65.173.13  0.303 ms ICMP
 2  172.16.36.130  0.902 ms ICMP
 3  58.65.165.42  0.917 ms ICMP
 4  203.135.5.69  1.045 ms ICMP
 5  *
 6  80.81.192.164  145.555 ms ICMP
 7  *
 8  213.239.203.142  141.538 ms ICMP
 9  144.76.174.167  144.045 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 151.101.130.98
 1  58.65.173.13  0.313 ms ICMP
 2  172.16.36.130  0.813 ms ICMP
 3  58.65.165.42  0.962 ms ICMP
 4  203.135.5.69  1.092 ms ICMP
 5  *
 6  27.111.228.34  103.606 ms ICMP
 7  151.101.130.98  102.714 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 13.35.183.17
 1  58.65.173.13  0.398 ms ICMP
 2  172.16.36.130  0.843 ms ICMP
 3  58.65.165.42  0.973 ms ICMP
 4  203.135.5.69  1.188 ms ICMP
 5  *
 6  99.82.180.224  39.867 ms ICMP
 7  52.93.69.56  36.803 ms ICMP
 8  52.93.69.189  37.257 ms ICMP
 9  *
10  *
11  *
12  *
13  *
14  13.35.183.17  37.914 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 192.17.172.3
 1  *
 2  172.16.36.134  1.099 ms ICMP
 3  58.65.165.42  0.753 ms ICMP
 4  119.63.136.181  0.735 ms ICMP
 5  110.93.255.226  20.349 ms ICMP
 6  110.93.252.172  19.850 ms ICMP
 7  27.111.228.81  109.769 ms ICMP
 8  184.105.64.254  166.050 ms ICMP
 9  184.105.213.117  247.515 ms ICMP
10  184.104.194.22  278.953 ms ICMP
11  184.105.59.42  281.294 ms ICMP
12  173.230.125.16  294.380 ms ICMP
13  173.230.125.51  293.438 ms ICMP
14  66.253.203.62  289.908 ms ICMP
15  72.36.127.6  292.744 ms ICMP
16  130.126.0.205  293.351 ms ICMP
17  130.126.0.190  293.181 ms ICMP
18  130.126.0.133  293.602 ms ICMP
19  130.126.0.161  291.633 ms ICMP
20  *
21  192.17.172.3  292.772 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 198.143.164.252
 1  *
 2  172.16.36.134  1.082 ms ICMP
 3  58.65.165.42  0.894 ms ICMP
 4  119.63.136.181  0.800 ms ICMP
 5  110.93.252.99  21.149 ms ICMP
 6  110.93.252.198  18.740 ms ICMP
 7  149.14.125.89  117.629 ms ICMP
 8  154.54.38.169  116.940 ms ICMP
 9  154.54.36.70  125.875 ms ICMP
10  130.117.14.154  123.885 ms ICMP
11  89.149.141.165  236.460 ms ICMP
12  173.205.41.90  233.617 ms ICMP
13  108.178.47.247  241.377 ms ICMP
14  *
15  *
16  *
17  *
18  *
19  *
20  *
21  *
22  *
23  *
24  *
25  *
26  *
27  *
28  *
29  *
30  *
31  *
32  *
33  *
34  *
35  *
36  *
37  *
38  *
tcp-traceroute from 58.65.173.14 to 23.57.227.197
 1  *
 2  172.16.36.134  1.091 ms ICMP
 3  58.65.165.42  0.867 ms ICMP
 4  203.135.5.69  1.059 ms ICMP
 5  *
 6  62.115.165.16  133.051 ms ICMP
 7  80.231.217.182  128.721 ms ICMP
 8  80.231.217.1  201.421 ms ICMP
 9  180.87.38.125  199.270 ms ICMP
10  180.87.38.74  192.567 ms ICMP
11  *
12  *
13  23.57.227.197  215.704 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 172.67.8.106
 1  *
 2  172.16.36.134  1.133 ms ICMP
 3  58.65.165.42  0.835 ms ICMP
 4  119.63.136.181  0.879 ms ICMP
 5  110.93.252.99  18.045 ms ICMP
 6  110.93.252.146  19.508 ms ICMP
 7  27.111.228.132  102.727 ms ICMP
 8  172.67.8.106  100.191 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 172.67.207.144
 1  *
 2  172.16.36.134  1.238 ms ICMP
 3  58.65.165.42  0.892 ms ICMP
 4  119.63.136.181  0.660 ms ICMP
 5  110.93.252.99  18.034 ms ICMP
 6  110.93.252.198  18.638 ms ICMP
 7  27.111.228.132  99.891 ms ICMP
 8  172.67.207.144  98.576 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 23.57.229.12
 1  58.65.173.13  0.470 ms ICMP
 2  172.16.36.130  0.873 ms ICMP
 3  58.65.165.42  0.917 ms ICMP
 4  203.135.5.69  1.063 ms ICMP
 5  *
 6  62.115.165.16  133.215 ms ICMP
 7  80.231.217.182  123.996 ms ICMP
 8  80.231.217.1  198.013 ms ICMP
 9  80.231.217.30  194.123 ms ICMP
10  180.87.38.74  212.583 ms ICMP
11  *
12  *
13  23.57.229.12  213.734 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 193.30.41.215
 1  *
 2  172.16.36.134  0.875 ms ICMP
 3  58.65.165.42  0.839 ms ICMP
 4  119.63.136.181  0.685 ms ICMP
 5  110.93.252.99  18.207 ms ICMP
 6  110.93.252.190  25.856 ms ICMP
 7  110.93.255.175  142.756 ms ICMP
 8  80.81.192.61  147.536 ms ICMP
 9  212.74.75.37  158.796 ms ICMP
10  212.74.75.37  157.711 ms ICMP
11  80.169.168.202  216.032 ms ICMP
12  185.109.142.70  207.653 ms ICMP
13  193.30.41.215  215.083 ms ICMP
tcp-traceroute from 58.65.173.14 to 172.67.32.241
 1  58.65.173.13  0.433 ms ICMP
 2  172.16.36.130  0.869 ms ICMP
 3  58.65.165.42  0.932 ms ICMP
 4  119.63.136.181  0.786 ms ICMP
 5  110.93.252.99  17.962 ms ICMP
 6  110.93.252.146  19.578 ms ICMP
 7  27.111.228.132  100.257 ms ICMP
 8  172.67.32.241  99.818 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 77.88.55.77
 1  *
 2  172.16.36.134  1.177 ms ICMP
 3  58.65.165.42  1.011 ms ICMP
 4  203.135.5.69  1.007 ms ICMP
 5  *
 6  80.81.192.251  144.513 ms ICMP
 7  *
 8  77.88.55.77  229.838 ms ICMP
tcp-traceroute from 58.65.173.14 to 158.69.76.164
 1  *
 2  172.16.36.134  0.955 ms ICMP
 3  58.65.165.42  0.855 ms ICMP
 4  203.135.5.69  1.014 ms ICMP
 5  *
 6  *
 7  *
 8  *
 9  *
10  178.33.100.158  145.060 ms ICMP
11  94.23.122.145  151.053 ms ICMP
12  192.99.146.127  216.025 ms ICMP
13  198.27.73.204  227.625 ms ICMP
14  *
15  178.32.135.217  228.206 ms ICMP
16  *
17  149.56.60.166  230.567 ms ICMP
18  *
19  158.69.76.164  221.836 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 203.119.169.238
 1  *
 2  172.16.36.134  0.844 ms ICMP
 3  58.65.165.42  0.859 ms ICMP
 4  119.63.136.181  0.854 ms ICMP
 5  110.93.252.99  17.913 ms ICMP
 6  110.93.252.198  18.634 ms ICMP
 7  149.14.125.89  119.848 ms ICMP
 8  154.54.38.173  116.372 ms ICMP
 9  130.117.50.165  127.085 ms ICMP
10  154.54.57.69  145.576 ms ICMP
11  154.54.61.162  146.256 ms ICMP
12  149.14.81.226  144.195 ms ICMP
13  202.97.52.25  275.781 ms ICMP
14  *
15  *
16  *
17  106.38.196.222  273.700 ms ICMP
18  45.112.216.21  273.467 ms ICMP
19  *
20  103.52.85.25  284.449 ms ICMP
21  *
22  *
23  203.119.169.238  274.860 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 104.28.14.80
 1  *
 2  172.16.36.134  1.007 ms ICMP
 3  58.65.165.42  0.843 ms ICMP
 4  119.63.136.181  0.664 ms ICMP
 5  110.93.255.226  20.108 ms ICMP
 6  110.93.255.168  19.652 ms ICMP
 7  110.93.192.198  20.315 ms ICMP
 8  104.28.14.80  19.737 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 122.119.74.139
 1  58.65.173.13  2.929 ms ICMP
 2  172.16.36.130  0.828 ms ICMP
 3  58.65.165.42  0.860 ms ICMP
 4  119.63.136.181  0.761 ms ICMP
 5  110.93.252.99  18.098 ms ICMP
 6  110.93.252.198  18.661 ms ICMP
 7  149.14.125.89  117.547 ms ICMP
 8  154.54.38.173  115.649 ms ICMP
 9  130.117.50.165  127.134 ms ICMP
10  154.54.57.69  145.577 ms ICMP
11  154.54.61.162  146.505 ms ICMP
12  149.14.81.226  144.197 ms ICMP
13  202.97.13.18  274.459 ms ICMP
14  *
15  202.97.24.237  280.354 ms ICMP
16  101.95.120.77  280.120 ms ICMP
17  202.101.63.170  277.730 ms ICMP
18  124.74.115.186  279.463 ms ICMP
19  *
20  122.119.74.139  279.158 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 50.28.39.31
 1  58.65.173.13  0.383 ms ICMP
 2  172.16.36.130  0.640 ms ICMP
 3  58.65.165.42  0.895 ms ICMP
 4  119.63.136.181  0.706 ms ICMP
 5  110.93.255.226  20.326 ms ICMP
 6  110.93.252.172  20.789 ms ICMP
 7  149.14.125.89  119.460 ms ICMP
 8  154.54.38.173  116.470 ms ICMP
 9  130.117.50.165  127.113 ms ICMP
10  154.54.57.69  155.094 ms ICMP
11  154.54.82.38  211.682 ms ICMP
12  154.54.0.221  214.458 ms ICMP
13  154.54.29.173  229.204 ms ICMP
14  154.54.7.129  237.852 ms ICMP
15  154.54.46.178  236.167 ms ICMP
16  *
17  209.59.157.244  279.558 ms ICMP
18  209.59.157.223  277.468 ms ICMP
19  50.28.39.31  277.043 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 172.67.20.243
 1  58.65.173.13  0.375 ms ICMP
 2  172.16.36.130  0.897 ms ICMP
 3  58.65.165.42  0.890 ms ICMP
 4  119.63.136.181  0.865 ms ICMP
 5  110.93.255.226  20.388 ms ICMP
 6  110.93.252.172  19.612 ms ICMP
 7  27.111.228.132  105.072 ms ICMP
 8  172.67.20.243  103.194 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 195.245.123.200
 1  58.65.173.13  0.498 ms ICMP
 2  172.16.36.130  0.799 ms ICMP
 3  58.65.165.42  0.921 ms ICMP
 4  203.135.5.69  1.097 ms ICMP
 5  *
 6  212.73.201.229  131.730 ms ICMP
 7  *
 8  146.188.112.213  142.657 ms ICMP
 9  *
10  212.249.222.38  147.210 ms ICMP
11  *
12  *
13  *
14  *
15  *
16  *
17  *
18  *
19  *
20  *
21  *
22  *
23  *
24  *
25  *
26  *
27  *
28  *
29  *
30  *
31  *
32  *
33  *
34  *
35  *
tcp-traceroute from 58.65.173.14 to 139.45.195.28
 1  *
 2  172.16.36.134  0.862 ms ICMP
 3  58.65.165.42  0.842 ms ICMP
 4  119.63.136.181  0.761 ms ICMP
 5  110.93.252.99  19.191 ms ICMP
 6  110.93.252.190  19.648 ms ICMP
 7  213.144.176.232  117.896 ms ICMP
 8  195.22.211.39  144.041 ms ICMP
 9  *
10  87.245.234.113  207.178 ms ICMP
11  89.19.36.65  157.001 ms ICMP
12  139.45.195.28  198.901 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 115.159.231.173
 1  58.65.173.13  3.375 ms ICMP
 2  172.16.36.130  0.818 ms ICMP
 3  58.65.165.42  0.895 ms ICMP
 4  119.63.136.181  0.736 ms ICMP
 5  110.93.255.226  20.230 ms ICMP
 6  110.93.255.168  19.733 ms ICMP
 7  213.144.176.232  119.967 ms ICMP
 8  195.22.211.36  147.252 ms ICMP
 9  89.221.34.147  143.496 ms ICMP
10  202.97.58.69  269.289 ms ICMP
11  202.97.12.57  273.223 ms ICMP
12  *
13  202.97.54.14  280.437 ms ICMP
14  *
15  *
16  123.150.32.126  276.575 ms ICMP
17  *
18  *
19  *
20  *
21  *
22  115.159.231.173  273.180 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 192.99.147.119
 1  58.65.173.13  0.290 ms ICMP
 2  172.16.36.130  0.827 ms ICMP
 3  58.65.165.42  0.939 ms ICMP
 4  203.135.5.69  1.028 ms ICMP
 5  *
 6  *
 7  *
 8  *
 9  *
10  178.33.100.158  145.019 ms ICMP
11  94.23.122.145  148.223 ms ICMP
12  192.99.146.127  220.470 ms ICMP
13  198.27.73.204  228.554 ms ICMP
14  *
15  198.27.73.96  227.025 ms ICMP
16  192.99.147.119  237.748 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 78.136.38.106
 1  58.65.173.13  1.831 ms ICMP
 2  172.16.36.130  0.946 ms ICMP
 3  58.65.165.42  0.992 ms ICMP
 4  203.135.5.69  1.144 ms ICMP
 5  *
 6  62.115.165.16  133.403 ms ICMP
 7  62.115.114.196  151.901 ms ICMP
 8  62.115.114.228  156.076 ms ICMP
 9  62.115.121.29  150.886 ms ICMP
10  62.115.41.54  152.902 ms ICMP
11  *
12  134.213.97.169  209.560 ms ICMP
13  164.177.137.9  211.893 ms ICMP
14  134.213.131.129  205.619 ms ICMP
15  78.136.38.106  162.604 ms ICMP
tcp-traceroute from 58.65.173.14 to 210.132.253.161
 1  58.65.173.13  4.657 ms ICMP
 2  172.16.36.130  0.928 ms ICMP
 3  58.65.165.42  0.991 ms ICMP
 4  119.63.136.181  17.908 ms ICMP
 5  110.93.252.99  18.028 ms ICMP
 6  110.93.252.146  19.642 ms ICMP
 7  27.111.228.63  99.302 ms ICMP
 8  175.41.60.214  166.973 ms ICMP
 9  175.41.60.49  173.066 ms ICMP
10  175.41.58.98  165.039 ms ICMP
11  202.213.193.33  167.465 ms ICMP
12  202.213.193.26  168.708 ms ICMP
13  202.213.193.110  169.444 ms ICMP
14  210.132.253.161  169.504 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 17.253.144.10
 1  58.65.173.13  0.311 ms ICMP
 2  172.16.36.130  1.154 ms ICMP
 3  58.65.165.42  0.967 ms ICMP
 4  203.135.5.69  1.141 ms ICMP
 5  *
 6  27.111.228.107  99.351 ms ICMP
 7  17.253.144.10  100.547 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 104.27.178.57
 1  *
 2  172.16.36.134  1.147 ms ICMP
 3  58.65.165.42  1.088 ms ICMP
 4  119.63.136.181  0.688 ms ICMP
 5  110.93.255.226  20.185 ms ICMP
 6  110.93.255.168  19.633 ms ICMP
 7  110.93.192.198  20.112 ms ICMP
 8  104.27.178.57  20.699 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 216.146.46.11
 1  *
 2  172.16.36.134  1.166 ms ICMP
 3  58.65.165.42  0.898 ms ICMP
 4  119.63.136.181  0.701 ms ICMP
 5  110.93.255.226  20.099 ms ICMP
 6  110.93.255.168  19.577 ms ICMP
 7  213.144.176.232  120.052 ms ICMP
 8  *
 9  213.144.170.61  117.414 ms ICMP
10  80.231.200.14  221.960 ms ICMP
11  80.231.131.2  219.970 ms ICMP
12  66.198.70.62  222.005 ms ICMP
13  216.6.57.6  220.274 ms ICMP
14  216.6.87.42  223.690 ms ICMP
15  *
16  66.198.154.138  291.790 ms ICMP
17  216.146.46.11  283.307 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 213.186.33.6
 1  *
 2  172.16.36.134  0.925 ms ICMP
 3  58.65.165.42  0.868 ms ICMP
 4  203.135.5.69  1.040 ms ICMP
 5  *
 6  *
 7  *
 8  *
 9  *
10  94.23.122.240  154.509 ms ICMP
11  *
12  *
13  *
14  213.186.33.6  145.719 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 172.67.71.125
 1  *
 2  172.16.36.134  1.059 ms ICMP
 3  58.65.165.42  0.886 ms ICMP
 4  119.63.136.181  0.722 ms ICMP
 5  110.93.252.99  17.935 ms ICMP
 6  110.93.252.146  19.564 ms ICMP
 7  27.111.228.132  100.217 ms ICMP
 8  172.67.71.125  101.204 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 51.254.235.118
 1  58.65.173.13  0.475 ms ICMP
 2  172.16.36.130  0.970 ms ICMP
 3  58.65.165.42  0.963 ms ICMP
 4  203.135.5.69  1.130 ms ICMP
 5  *
 6  *
 7  *
 8  *
 9  *
10  91.121.131.18  150.125 ms ICMP
11  *
12  *
13  *
14  51.254.235.118  151.743 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 111.206.13.63
 1  58.65.173.13  0.365 ms ICMP
 2  172.16.36.130  0.763 ms ICMP
 3  58.65.165.42  0.934 ms ICMP
 4  203.135.5.69  1.079 ms ICMP
 5  *
 6  116.51.26.61  104.137 ms ICMP
 7  129.250.3.83  103.603 ms ICMP
 8  129.250.2.67  197.462 ms ICMP
 9  129.250.7.33  169.107 ms ICMP
10  219.158.34.153  240.086 ms ICMP
11  219.158.16.77  240.751 ms ICMP
12  *
13  61.149.203.182  250.732 ms ICMP
14  61.51.113.246  239.683 ms ICMP
15  202.106.211.42  245.050 ms ICMP
16  111.206.13.63  253.702 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 104.18.165.96
 1  *
 2  172.16.36.134  1.193 ms ICMP
 3  58.65.165.42  1.143 ms ICMP
 4  203.135.5.69  1.017 ms ICMP
 5  *
 6  185.1.15.41  42.293 ms ICMP
 7  104.18.165.96  41.347 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 52.10.191.40
 1  *
 2  172.16.36.134  1.131 ms ICMP
 3  58.65.165.42  0.918 ms ICMP
 4  119.63.136.181  0.727 ms ICMP
 5  110.93.255.226  20.458 ms ICMP
 6  110.93.252.172  19.808 ms ICMP
 7  149.14.125.89  119.171 ms ICMP
 8  154.54.38.173  117.684 ms ICMP
 9  154.54.57.210  129.357 ms ICMP
10  154.54.57.241  134.712 ms ICMP
11  154.54.61.133  139.786 ms ICMP
12  154.54.85.245  208.711 ms ICMP
13  154.54.24.222  219.716 ms ICMP
14  154.54.28.130  233.290 ms ICMP
15  154.54.30.162  250.677 ms ICMP
16  154.54.42.65  258.403 ms ICMP
17  154.54.44.86  270.590 ms ICMP
18  154.54.42.102  268.920 ms ICMP
19  38.142.35.250  271.379 ms ICMP
20  *
21  *
22  54.239.44.22  289.661 ms ICMP
23  *
24  *
25  *
26  *
27  *
28  *
29  *
30  *
31  *
32  *
33  *
34  *
35  *
36  *
37  *
38  *
39  52.10.191.40  277.707 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 103.115.76.67
 1  58.65.173.13  0.356 ms ICMP
 2  172.16.36.130  0.758 ms ICMP
 3  58.65.165.42  0.939 ms ICMP
 4  119.63.136.181  0.704 ms ICMP
 5  110.93.252.99  21.212 ms ICMP
 6  110.93.252.146  19.586 ms ICMP
 7  27.111.229.145  98.642 ms ICMP
 8  103.115.79.5  98.089 ms ICMP
 9  143.92.71.17  100.626 ms ICMP
10  143.92.71.13  101.559 ms ICMP
11  *
12  *
13  *
14  103.115.76.67  101.380 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 52.200.199.187
 1  58.65.173.13  0.311 ms ICMP
 2  172.16.36.130  0.881 ms ICMP
 3  58.65.165.42  0.880 ms ICMP
 4  203.135.5.69  1.106 ms ICMP
 5  *
 6  149.14.126.177  117.119 ms ICMP
 7  130.117.50.165  128.803 ms ICMP
 8  154.54.27.169  197.980 ms ICMP
 9  154.54.0.142  197.616 ms ICMP
10  38.140.107.42  214.634 ms ICMP
11  52.93.31.57  202.060 ms ICMP
12  52.93.4.8  197.258 ms ICMP
13  *
14  150.222.242.114  213.185 ms ICMP
15  *
16  *
17  *
18  *
19  150.222.241.187  214.193 ms ICMP
20  *
21  *
22  *
23  *
24  *
25  *
26  *
27  *
28  *
29  *
30  52.93.28.76  215.926 ms ICMP
31  *
32  *
33  *
34  *
35  *
36  52.200.199.187  212.040 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 103.24.121.21
 1  58.65.173.13  0.380 ms ICMP
 2  172.16.36.130  0.769 ms ICMP
 3  58.65.165.42  0.877 ms ICMP
 4  119.63.136.181  0.791 ms ICMP
 5  110.93.255.226  20.347 ms ICMP
 6  110.93.252.172  19.676 ms ICMP
 7  27.111.228.81  109.300 ms ICMP
 8  184.105.64.254  165.799 ms ICMP
 9  184.104.194.37  278.578 ms ICMP
10  65.19.155.134  284.754 ms ICMP
11  103.24.121.21  278.672 ms ICMP
tcp-traceroute from 58.65.173.14 to 52.70.5.31
 1  *
 2  172.16.36.134  1.137 ms ICMP
 3  58.65.165.42  1.123 ms ICMP
 4  119.63.136.181  0.706 ms ICMP
 5  110.93.255.226  20.204 ms ICMP
 6  110.93.255.168  19.660 ms ICMP
 7  213.144.176.232  119.432 ms ICMP
 8  195.22.195.67  216.455 ms ICMP
 9  195.22.206.61  212.698 ms ICMP
10  *
11  *
12  52.93.29.38  223.229 ms ICMP
13  *
14  *
15  *
16  *
17  *
18  52.70.5.31  220.894 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 52.6.22.199
 1  58.65.173.13  0.373 ms ICMP
 2  172.16.36.130  0.749 ms ICMP
 3  58.65.165.42  0.989 ms ICMP
 4  203.135.5.69  1.084 ms ICMP
 5  *
 6  149.14.126.177  116.743 ms ICMP
 7  130.117.50.165  127.558 ms ICMP
 8  154.54.27.169  197.980 ms ICMP
 9  154.54.0.142  197.379 ms ICMP
10  38.140.106.162  198.502 ms ICMP
11  52.93.31.43  207.972 ms ICMP
12  52.93.4.58  198.726 ms ICMP
13  *
14  150.222.242.134  217.491 ms ICMP
15  *
16  *
17  *
18  *
19  150.222.243.195  216.668 ms ICMP
20  *
21  *
22  *
23  *
24  *
25  *
26  *
27  *
28  *
29  *
30  52.93.28.118  210.166 ms ICMP
31  *
32  *
33  *
34  *
35  *
36  52.6.22.199  214.413 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 128.143.33.137
 1  58.65.173.13  0.420 ms ICMP
 2  172.16.36.130  0.698 ms ICMP
 3  58.65.165.42  0.904 ms ICMP
 4  119.63.136.181  1.904 ms ICMP
 5  110.93.252.99  18.055 ms ICMP
 6  110.93.252.190  19.625 ms ICMP
 7  *
 8  *
 9  *
10  *
11  128.143.236.154  266.472 ms ICMP
12  128.143.236.14  264.369 ms ICMP
13  *
14  *
15  *
16  *
17  *
18  *
19  *
20  *
21  *
22  *
23  *
24  *
25  *
26  *
27  *
28  *
29  *
30  *
31  *
32  *
33  *
34  *
35  *
36  *
37  *
tcp-traceroute from 58.65.173.14 to 18.177.229.203
 1  *
 2  172.16.36.134  1.157 ms ICMP
 3  58.65.165.42  0.947 ms ICMP
 4  119.63.136.181  0.662 ms ICMP
 5  110.93.252.99  17.998 ms ICMP
 6  110.93.252.146  19.579 ms ICMP
 7  27.111.228.87  96.603 ms ICMP
 8  52.93.8.148  97.028 ms ICMP
 9  52.93.8.155  95.416 ms ICMP
10  *
11  52.93.131.83  169.536 ms ICMP
12  *
13  *
14  52.95.31.31  165.166 ms ICMP
15  52.95.31.213  163.706 ms ICMP
16  52.95.31.216  163.443 ms ICMP
17  52.95.31.98  164.101 ms ICMP
18  54.239.52.185  167.568 ms ICMP
19  *
20  *
21  *
22  *
23  *
24  *
25  18.177.229.203  163.329 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 151.101.194.166
 1  58.65.173.13  0.519 ms ICMP
 2  172.16.36.130  0.864 ms ICMP
 3  58.65.165.42  0.913 ms ICMP
 4  203.135.5.69  1.060 ms ICMP
 5  *
 6  27.111.228.34  103.682 ms ICMP
 7  151.101.194.166  104.830 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 35.193.209.74
 1  *
 2  172.16.36.134  1.133 ms ICMP
 3  58.65.165.42  0.876 ms ICMP
 4  203.135.5.69  1.128 ms ICMP
 5  *
 6  72.14.211.72  35.662 ms ICMP
 7  108.170.240.55  37.426 ms ICMP
 8  209.85.240.54  41.381 ms ICMP
 9  172.253.51.217  126.789 ms ICMP
10  216.239.35.201  144.281 ms ICMP
11  142.250.61.64  212.251 ms ICMP
12  *
13  *
14  142.250.227.26  244.426 ms ICMP
15  172.253.69.195  243.799 ms ICMP
16  *
17  *
18  *
19  *
20  *
21  *
22  *
23  *
24  *
25  35.193.209.74  236.975 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 75.2.77.85
 1  58.65.173.13  0.446 ms ICMP
 2  172.16.36.130  0.871 ms ICMP
 3  58.65.165.42  0.927 ms ICMP
 4  203.135.5.69  1.130 ms ICMP
 5  *
 6  99.82.180.224  40.904 ms ICMP
 7  52.93.69.120  37.998 ms ICMP
 8  75.2.77.85  36.332 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 180.153.255.122
 1  *
 2  172.16.36.134  1.040 ms ICMP
 3  58.65.165.42  0.797 ms ICMP
 4  203.135.5.69  1.041 ms ICMP
 5  *
 6  116.51.26.49  101.857 ms ICMP
 7  129.250.3.91  101.400 ms ICMP
 8  129.250.2.243  164.584 ms ICMP
 9  129.250.2.154  168.249 ms ICMP
10  129.250.66.10  225.445 ms ICMP
11  202.97.12.46  225.562 ms ICMP
12  202.97.94.145  347.708 ms ICMP
13  202.97.82.93  233.950 ms ICMP
14  202.101.63.165  232.267 ms ICMP
15  *
16  *
17  *
18  *
19  *
20  *
21  180.153.255.122  231.031 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 186.2.163.219
 1  *
 2  172.16.36.134  1.229 ms ICMP
 3  58.65.165.42  0.875 ms ICMP
 4  203.135.5.69  1.077 ms ICMP
 5  *
 6  62.115.165.16  132.111 ms ICMP
 7  62.115.114.196  153.098 ms ICMP
 8  213.155.136.167  151.945 ms ICMP
 9  62.115.137.65  152.478 ms ICMP
10  *
11  *
12  186.2.163.219  213.736 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 167.68.44.27
 1  58.65.173.13  0.404 ms ICMP
 2  172.16.36.130  0.951 ms ICMP
 3  58.65.165.42  1.030 ms ICMP
 4  119.63.136.181  0.863 ms ICMP
 5  110.93.252.99  17.995 ms ICMP
 6  110.93.252.190  19.627 ms ICMP
 7  213.144.176.232  118.848 ms ICMP
 8  *
 9  *
10  *
11  *
12  *
13  *
14  *
15  *
16  *
17  *
18  *
19  167.68.44.27  238.443 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 151.101.130.217
 1  *
